participant_id,gender_clean,age_num,age_bin,clean_item_name,checklist_value
R_2dj3KnJSMG1XahD,girl,4,3 to 4,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_1LUNDTjp6v4WjkR,boy,10,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_1LUNDTjp6v4WjkR,boy,10,9 to 10,coins,coins / money
R_1LUNDTjp6v4WjkR,boy,10,9 to 10,photos,photos / pictures
R_1LUNDTjp6v4WjkR,boy,10,9 to 10,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1LUNDTjp6v4WjkR,boy,10,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1LUNDTjp6v4WjkR,boy,10,9 to 10,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_WdsxIgYjz7S4u1H,boy,6,5 to 6,animal figurines,animal figurines
R_WdsxIgYjz7S4u1H,boy,6,5 to 6,stuffed animals,stuffed animals
R_WdsxIgYjz7S4u1H,boy,6,5 to 6,balls,"balls (if yes, enter the specific types of objects below)"
R_WdsxIgYjz7S4u1H,boy,6,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_WdsxIgYjz7S4u1H,boy,6,5 to 6,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_WdsxIgYjz7S4u1H,boy,6,5 to 6,coins,coins / money
R_WdsxIgYjz7S4u1H,boy,6,5 to 6,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_WdsxIgYjz7S4u1H,boy,6,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_WdsxIgYjz7S4u1H,boy,6,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_1fZPsTxFwiJ0RYy,boy,11,11 to 12,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_1fZPsTxFwiJ0RYy,boy,11,11 to 12,balls,"balls (if yes, enter the specific types of objects below)"
R_1fZPsTxFwiJ0RYy,boy,11,11 to 12,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_1fZPsTxFwiJ0RYy,boy,11,11 to 12,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_1fZPsTxFwiJ0RYy,boy,11,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1JWUY8aQJ7VATv5,girl,5,5 to 6,dolls,dolls
R_1JWUY8aQJ7VATv5,girl,5,5 to 6,animal figurines,animal figurines
R_1JWUY8aQJ7VATv5,girl,5,5 to 6,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_1JWUY8aQJ7VATv5,girl,5,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1JWUY8aQJ7VATv5,girl,5,5 to 6,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_XwaC0nFLL5vUB8J,boy,10,9 to 10,stuffed animals,stuffed animals
R_XwaC0nFLL5vUB8J,boy,10,9 to 10,sports memorabilia,"sports memorabilia (if yes, enter the specific types of sports objects your child collects below)"
R_XwaC0nFLL5vUB8J,boy,10,9 to 10,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_XwaC0nFLL5vUB8J,boy,10,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2OJ6SOEPMSepw2d,girl,5,5 to 6,dolls,dolls
R_2OJ6SOEPMSepw2d,girl,5,5 to 6,stuffed animals,stuffed animals
R_2OJ6SOEPMSepw2d,girl,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_zeEVd2TiaNUONa1,boy,3,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_21nVgvGyDEIANAl,boy,4,3 to 4,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_21nVgvGyDEIANAl,boy,4,3 to 4,books,"specific books or book series (if yes, enter any book series your child collects)"
R_21nVgvGyDEIANAl,boy,4,3 to 4,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_242xTHRbzT3NeZJ,boy,6,5 to 6,stuffed animals,stuffed animals
R_242xTHRbzT3NeZJ,boy,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_242xTHRbzT3NeZJ,boy,6,5 to 6,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_242xTHRbzT3NeZJ,boy,6,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_11aWf43Y8C7RkS1,girl,4,3 to 4,stuffed animals,stuffed animals
R_11aWf43Y8C7RkS1,girl,4,3 to 4,action figures,action figures
R_11aWf43Y8C7RkS1,girl,4,3 to 4,photos,photos / pictures
R_11aWf43Y8C7RkS1,girl,4,3 to 4,books,"specific books or book series (if yes, enter any book series your child collects)"
R_11aWf43Y8C7RkS1,girl,4,3 to 4,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_1LSCETT9MvG806P,boy,4,3 to 4,stuffed animals,stuffed animals
R_1LSCETT9MvG806P,boy,4,3 to 4,coins,coins / money
R_1LSCETT9MvG806P,boy,4,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1LSCETT9MvG806P,boy,4,3 to 4,sticks,sticks
R_1LSCETT9MvG806P,boy,4,3 to 4,flowers,flowers / petals
R_1LSCETT9MvG806P,boy,4,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1LSCETT9MvG806P,boy,4,3 to 4,leaves,leaves
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,stuffed animals,stuffed animals
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,food,"food / perishables (e.g., specific kinds of candy)"
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,coins,coins / money
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,goo,goo / slime
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,shells,shells
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,flowers,flowers / petals
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,posters,posters
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,marbles,marbles
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,moss,moss
R_2PoF2TD2BEI5gBJ,girl,8,7 to 8,leaves,leaves
R_3pqWudqLyab5wxY,girl,2,NA,dolls,dolls
R_3pqWudqLyab5wxY,girl,2,NA,animal figurines,animal figurines
R_3pqWudqLyab5wxY,girl,2,NA,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3pqWudqLyab5wxY,girl,2,NA,shells,shells
R_sLmvKIBNGnVqtOh,boy,6,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_sLmvKIBNGnVqtOh,boy,6,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_1N5466lfo2UkVMI,boy,8,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_1N5466lfo2UkVMI,boy,8,7 to 8,food,"food / perishables (e.g., specific kinds of candy)"
R_1N5466lfo2UkVMI,boy,8,7 to 8,coins,coins / money
R_1N5466lfo2UkVMI,boy,8,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1N5466lfo2UkVMI,boy,8,7 to 8,sticks,sticks
R_1N5466lfo2UkVMI,boy,8,7 to 8,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_1N5466lfo2UkVMI,boy,8,7 to 8,postcards,postcards
R_3OepPJb8HMntpbD,girl,7,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_3OepPJb8HMntpbD,girl,7,7 to 8,stuffed animals,stuffed animals
R_3OepPJb8HMntpbD,girl,7,7 to 8,goo,goo / slime
R_3OepPJb8HMntpbD,girl,7,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3OepPJb8HMntpbD,girl,7,7 to 8,sticks,sticks
R_3OepPJb8HMntpbD,girl,7,7 to 8,leaves,leaves
R_3Ljs5BzMaUESj4Y,boy,6,5 to 6,stuffed animals,stuffed animals
R_3Ljs5BzMaUESj4Y,boy,6,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_20Vw6OCo76Su1ep,boy,9,9 to 10,goo,goo / slime
R_22LdJwm5ngdJrBW,boy,12,11 to 12,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2ZEb4fa2hhtzYeM,girl,6,5 to 6,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2ZEb4fa2hhtzYeM,girl,6,5 to 6,dolls,dolls
R_2ZEb4fa2hhtzYeM,girl,6,5 to 6,coins,coins / money
R_2ZEb4fa2hhtzYeM,girl,6,5 to 6,goo,goo / slime
R_2ZEb4fa2hhtzYeM,girl,6,5 to 6,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_2ZEb4fa2hhtzYeM,girl,6,5 to 6,plants,plants
R_2ZEb4fa2hhtzYeM,girl,6,5 to 6,flowers,flowers / petals
R_2ZEb4fa2hhtzYeM,girl,6,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2ZEb4fa2hhtzYeM,girl,6,5 to 6,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_2yl2RBpXenQw4ed,girl,7,7 to 8,action figures,action figures
R_2yl2RBpXenQw4ed,girl,7,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2bUwFzU22r6vBFW,girl,11,11 to 12,stuffed animals,stuffed animals
R_2bUwFzU22r6vBFW,girl,11,11 to 12,balls,"balls (if yes, enter the specific types of objects below)"
R_2bUwFzU22r6vBFW,girl,11,11 to 12,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2bUwFzU22r6vBFW,girl,11,11 to 12,coins,coins / money
R_2bUwFzU22r6vBFW,girl,11,11 to 12,shells,shells
R_2bUwFzU22r6vBFW,girl,11,11 to 12,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_2bUwFzU22r6vBFW,girl,11,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2bUwFzU22r6vBFW,girl,11,11 to 12,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2bUwFzU22r6vBFW,girl,11,11 to 12,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_28zHwa8qvEvbBLe,girl,8,7 to 8,dolls,dolls
R_28zHwa8qvEvbBLe,girl,8,7 to 8,stuffed animals,stuffed animals
R_28zHwa8qvEvbBLe,girl,8,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_28zHwa8qvEvbBLe,girl,8,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_28zHwa8qvEvbBLe,girl,8,7 to 8,shells,shells
R_28zHwa8qvEvbBLe,girl,8,7 to 8,books,"specific books or book series (if yes, enter any book series your child collects)"
R_RKR4lLyPHvr7khX,girl,10,9 to 10,dolls,dolls
R_RKR4lLyPHvr7khX,girl,10,9 to 10,animal figurines,animal figurines
R_RKR4lLyPHvr7khX,girl,10,9 to 10,stuffed animals,stuffed animals
R_RKR4lLyPHvr7khX,girl,10,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_RKR4lLyPHvr7khX,girl,10,9 to 10,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_RKR4lLyPHvr7khX,girl,10,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_RKR4lLyPHvr7khX,girl,10,9 to 10,shells,shells
R_RKR4lLyPHvr7khX,girl,10,9 to 10,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_RKR4lLyPHvr7khX,girl,10,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_RKR4lLyPHvr7khX,girl,10,9 to 10,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_RKR4lLyPHvr7khX,girl,10,9 to 10,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_1OU2zhEdrdAzbeB,boy,12,11 to 12,balls,"balls (if yes, enter the specific types of objects below)"
R_1OU2zhEdrdAzbeB,boy,12,11 to 12,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_1OU2zhEdrdAzbeB,boy,12,11 to 12,sticks,sticks
R_1OU2zhEdrdAzbeB,boy,12,11 to 12,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_2s12MSGnlNn8UrX,boy,6,5 to 6,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2s12MSGnlNn8UrX,boy,6,5 to 6,animal figurines,animal figurines
R_2s12MSGnlNn8UrX,boy,6,5 to 6,action figures,action figures
R_2s12MSGnlNn8UrX,boy,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2s12MSGnlNn8UrX,boy,6,5 to 6,flowers,flowers / petals
R_2s12MSGnlNn8UrX,boy,6,5 to 6,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_2s12MSGnlNn8UrX,boy,6,5 to 6,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_PSQLb91CCaIVioN,boy,6,5 to 6,stuffed animals,stuffed animals
R_PSQLb91CCaIVioN,boy,6,5 to 6,board games,"board games (if yes, enter some of your child's favorite games below)"
R_PSQLb91CCaIVioN,boy,6,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_PSQLb91CCaIVioN,boy,6,5 to 6,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_PSQLb91CCaIVioN,boy,6,5 to 6,shells,shells
R_PSQLb91CCaIVioN,boy,6,5 to 6,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_2rA5McJgwyULELn,boy,3,3 to 4,stuffed animals,stuffed animals
R_2rA5McJgwyULELn,boy,3,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2rA5McJgwyULELn,boy,3,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_2rA5McJgwyULELn,boy,3,3 to 4,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_2rA5McJgwyULELn,boy,3,3 to 4,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3MDux4EflFTDCgB,girl,5,5 to 6,animal figurines,animal figurines
R_3MDux4EflFTDCgB,girl,5,5 to 6,stuffed animals,stuffed animals
R_3MDux4EflFTDCgB,girl,5,5 to 6,board games,"board games (if yes, enter some of your child's favorite games below)"
R_3MDux4EflFTDCgB,girl,5,5 to 6,magazines,magazines/ newspapers
R_3MDux4EflFTDCgB,girl,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3MDux4EflFTDCgB,girl,5,5 to 6,shells,shells
R_3MDux4EflFTDCgB,girl,5,5 to 6,bugs,bugs
R_3MDux4EflFTDCgB,girl,5,5 to 6,flowers,flowers / petals
R_3MDux4EflFTDCgB,girl,5,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_3MDux4EflFTDCgB,girl,5,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3MDux4EflFTDCgB,girl,5,5 to 6,feathers,feathers
R_3MDux4EflFTDCgB,girl,5,5 to 6,leaves,leaves
R_2SwQZBDDH2hppjT,girl,2.75,NA,animal figurines,animal figurines
R_2SwQZBDDH2hppjT,girl,2.75,NA,stuffed animals,stuffed animals
R_2SwQZBDDH2hppjT,girl,2.75,NA,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_2SwQZBDDH2hppjT,girl,2.75,NA,shells,shells
R_2SwQZBDDH2hppjT,girl,2.75,NA,bugs,bugs
R_2SwQZBDDH2hppjT,girl,2.75,NA,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2SwQZBDDH2hppjT,girl,2.75,NA,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_2Y95pgofpcMFpoM,boy,6,5 to 6,coins,coins / money
R_2Y95pgofpcMFpoM,boy,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_21sNV4Zw8d8byhu,boy,12,11 to 12,balls,"balls (if yes, enter the specific types of objects below)"
R_21sNV4Zw8d8byhu,boy,12,11 to 12,coins,coins / money
R_21sNV4Zw8d8byhu,boy,12,11 to 12,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1o6BUw6T7xNBaIp,boy,8,7 to 8,balls,"balls (if yes, enter the specific types of objects below)"
R_1o6BUw6T7xNBaIp,boy,8,7 to 8,coins,coins / money
R_1o6BUw6T7xNBaIp,boy,8,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1o6BUw6T7xNBaIp,boy,8,7 to 8,shells,shells
R_Od6YKTWyC5aabSh,boy,11,11 to 12,animal figurines,animal figurines
R_Od6YKTWyC5aabSh,boy,11,11 to 12,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_Od6YKTWyC5aabSh,boy,11,11 to 12,shells,shells
R_Od6YKTWyC5aabSh,boy,11,11 to 12,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_Od6YKTWyC5aabSh,boy,11,11 to 12,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_Od6YKTWyC5aabSh,boy,11,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3nC9tng7ujAQFTT,girl,11,11 to 12,stuffed animals,stuffed animals
R_3nC9tng7ujAQFTT,girl,11,11 to 12,board games,"board games (if yes, enter some of your child's favorite games below)"
R_3nC9tng7ujAQFTT,girl,11,11 to 12,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3nC9tng7ujAQFTT,girl,11,11 to 12,shells,shells
R_3nC9tng7ujAQFTT,girl,11,11 to 12,plants,plants
R_3nC9tng7ujAQFTT,girl,11,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1EiyJL8ETCfKG6b,girl,15,NA,goo,goo / slime
R_1EiyJL8ETCfKG6b,girl,15,NA,photos,photos / pictures
R_Y5L555hWd8bIVkR,girl,11,11 to 12,dolls,dolls
R_Y5L555hWd8bIVkR,girl,11,11 to 12,stuffed animals,stuffed animals
R_Y5L555hWd8bIVkR,girl,11,11 to 12,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_Y5L555hWd8bIVkR,girl,11,11 to 12,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_Y5L555hWd8bIVkR,girl,11,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_Y5L555hWd8bIVkR,girl,11,11 to 12,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_1rdEBemgDRh14Gp,girl,5,5 to 6,dolls,dolls
R_1rdEBemgDRh14Gp,girl,5,5 to 6,stuffed animals,stuffed animals
R_1rdEBemgDRh14Gp,girl,5,5 to 6,board games,"board games (if yes, enter some of your child's favorite games below)"
R_1rdEBemgDRh14Gp,girl,5,5 to 6,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_1rdEBemgDRh14Gp,girl,5,5 to 6,photos,photos / pictures
R_1rdEBemgDRh14Gp,girl,5,5 to 6,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_1rdEBemgDRh14Gp,girl,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1rdEBemgDRh14Gp,girl,5,5 to 6,shells,shells
R_1rdEBemgDRh14Gp,girl,5,5 to 6,flowers,flowers / petals
R_1rdEBemgDRh14Gp,girl,5,5 to 6,feathers,feathers
R_1rdEBemgDRh14Gp,girl,5,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_10vB75jskg1tHSO,boy,12,11 to 12,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_1oj3AjWninpNe8t,boy,10,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_UhGFwbshpdt41Ut,girl,10,9 to 10,stuffed animals,stuffed animals
R_UhGFwbshpdt41Ut,girl,10,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_UhGFwbshpdt41Ut,girl,10,9 to 10,coins,coins / money
R_UhGFwbshpdt41Ut,girl,10,9 to 10,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_UhGFwbshpdt41Ut,girl,10,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_UhGFwbshpdt41Ut,girl,10,9 to 10,shells,shells
R_UhGFwbshpdt41Ut,girl,10,9 to 10,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_UhGFwbshpdt41Ut,girl,10,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_UhGFwbshpdt41Ut,girl,10,9 to 10,leaves,leaves
R_UhGFwbshpdt41Ut,girl,10,9 to 10,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_XKYpLBAfaZrUOPf,girl,9,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_XKYpLBAfaZrUOPf,girl,9,9 to 10,stuffed animals,stuffed animals
R_XKYpLBAfaZrUOPf,girl,9,9 to 10,coins,coins / money
R_XKYpLBAfaZrUOPf,girl,9,9 to 10,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_XKYpLBAfaZrUOPf,girl,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_XKYpLBAfaZrUOPf,girl,9,9 to 10,shells,shells
R_XKYpLBAfaZrUOPf,girl,9,9 to 10,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_XKYpLBAfaZrUOPf,girl,9,9 to 10,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_3MPByP1jyVOkPzX,girl,9,9 to 10,dolls,dolls
R_3MPByP1jyVOkPzX,girl,9,9 to 10,coins,coins / money
R_3MPByP1jyVOkPzX,girl,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_QoDd7BVjibOfF2p,boy,12,11 to 12,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_QoDd7BVjibOfF2p,boy,12,11 to 12,stuffed animals,stuffed animals
R_QoDd7BVjibOfF2p,boy,12,11 to 12,photos,photos / pictures
R_QoDd7BVjibOfF2p,boy,12,11 to 12,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_QoDd7BVjibOfF2p,boy,12,11 to 12,shells,shells
R_QoDd7BVjibOfF2p,boy,12,11 to 12,posters,posters
R_QoDd7BVjibOfF2p,boy,12,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2zqpRgj1SfZyJSo,girl,8,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2zqpRgj1SfZyJSo,girl,8,7 to 8,dolls,dolls
R_DT7dRABi1pW5wPf,boy,10,9 to 10,stuffed animals,stuffed animals
R_DT7dRABi1pW5wPf,boy,10,9 to 10,action figures,action figures
R_DT7dRABi1pW5wPf,boy,10,9 to 10,toy soldiers,toy soldiers
R_DT7dRABi1pW5wPf,boy,10,9 to 10,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_DT7dRABi1pW5wPf,boy,10,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1IF3Q5UJFidDyUk,boy,9,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_OHHMyNG1yut5odj,boy,4,3 to 4,balls,"balls (if yes, enter the specific types of objects below)"
R_OHHMyNG1yut5odj,boy,4,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_OHHMyNG1yut5odj,boy,4,3 to 4,shells,shells
R_3hzjfD28Va8hVWG,girl,6,5 to 6,dolls,dolls
R_3hzjfD28Va8hVWG,girl,6,5 to 6,animal figurines,animal figurines
R_3hzjfD28Va8hVWG,girl,6,5 to 6,stuffed animals,stuffed animals
R_3hzjfD28Va8hVWG,girl,6,5 to 6,food,"food / perishables (e.g., specific kinds of candy)"
R_3hzjfD28Va8hVWG,girl,6,5 to 6,coins,coins / money
R_3hzjfD28Va8hVWG,girl,6,5 to 6,photos,photos / pictures
R_3hzjfD28Va8hVWG,girl,6,5 to 6,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_3hzjfD28Va8hVWG,girl,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3hzjfD28Va8hVWG,girl,6,5 to 6,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_3hzjfD28Va8hVWG,girl,6,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3hzjfD28Va8hVWG,girl,6,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_DAIDMtkAaUNraeZ,girl,3,3 to 4,dolls,dolls
R_DAIDMtkAaUNraeZ,girl,3,3 to 4,stuffed animals,stuffed animals
R_DAIDMtkAaUNraeZ,girl,3,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_DAIDMtkAaUNraeZ,girl,3,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_DAIDMtkAaUNraeZ,girl,3,3 to 4,leaves,leaves
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,stuffed animals,stuffed animals
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,balls,"balls (if yes, enter the specific types of objects below)"
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,coins,coins / money
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,shells,shells
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,sticks,sticks
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2bV4jyxq2vrvpPt,boy,6,5 to 6,feathers,feathers
R_26etuFsrpDhDYgU,boy,9,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
